Anonymous Order Key,Anonymous Customer Key,Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Product ID Reused,Product Name Multiple IDs,Product Key,Shipping Days,Order Year,Order Month Number,Order Month,Order Year-Month,Data Quality Issue Count,Data Quality Status,Data Quality Notes
ORD-02457,CUST-0144,2017-11-08,2017-11-11,Second Class,Consumer,United States,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,False,False,FUR-BO-10001798 | Bush Somerset Collection Bookcase,3,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-02267,CUST-0195,2017-04-26,2017-05-01,Standard Class,Home Office,United States,New York,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,False,False,FUR-CH-10004983 | Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,5,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-03340,CUST-0418,2018-05-14,2018-05-19,Standard Class,Corporate,United States,Washington,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,False,False,OFF-PA-10003228 | Xerox 1917,5,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03340,CUST-0418,2018-05-14,2018-05-19,Standard Class,Corporate,United States,Washington,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,False,False,OFF-SU-10004498 | Martin-Yale Premier Letter Opener,5,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03758,CUST-0030,2018-04-08,2018-04-12,Standard Class,Home Office,United States,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,False,False,OFF-PA-10001878 | Xerox 1891,4,2018,4,April,2018-04,0,Passed,No known data-quality issue
ORD-03758,CUST-0030,2018-04-08,2018-04-12,Standard Class,Home Office,United States,California,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,False,False,OFF-PA-10002923 | Xerox 1942,4,2018,4,April,2018-04,0,Passed,No known data-quality issue
ORD-03403,CUST-0299,2018-02-17,2018-02-23,Standard Class,Home Office,United States,New Jersey,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,False,False,"OFF-PA-10001838 | Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",6,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-03403,CUST-0299,2018-02-17,2018-02-23,Standard Class,Home Office,United States,New Jersey,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,False,False,OFF-ST-10003123 | Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,6,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-03914,CUST-0445,2018-06-24,2018-06-26,Second Class,Consumer,United States,California,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,False,False,"OFF-FA-10001332 | Acco Banker's Clasps, 5 3/4""-Long",2,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-00694,CUST-0429,2015-05-05,2015-05-10,Standard Class,Corporate,United States,Illinois,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,False,False,OFF-ST-10003442 | Eldon Portable Mobile Manager,5,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,False,False,"OFF-AR-10001468 | Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,False,False,"OFF-AP-10003266 | Holmes Replacement Filter for HEPA Air Cleaner, Large Room",4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,False,False,OFF-PA-10002230 | Xerox 1897,4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,False,False,"OFF-AP-10003622 | Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,False,False,TEC-AC-10001542 | SanDisk Cruzer 16 GB USB Flash Drive,4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,False,False,"FUR-CH-10002965 | Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-00946,CUST-0722,2016-05-03,2016-05-07,Standard Class,Consumer,United States,Pennsylvania,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,False,False,OFF-ST-10000563 | Fellowes Bankers Box Stor/Drawer Steel Plus,4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-01837,CUST-0603,2017-09-18,2017-09-22,Standard Class,Consumer,United States,Florida,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.0,False,False,OFF-LA-10002787 | Avery 480,4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-01916,CUST-0013,2017-09-22,2017-09-26,Standard Class,Consumer,United States,Florida,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,False,False,OFF-BI-10004022 | Acco Suede Grain Vinyl Round Ring Binder,4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-01916,CUST-0013,2017-09-22,2017-09-26,Standard Class,Consumer,United States,Florida,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,False,False,"OFF-LA-10001158 | Avery Address/Shipping Labels for Typewriters, 4"" x 2""",4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-01922,CUST-0418,2017-01-10,2017-01-17,Standard Class,Corporate,United States,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,False,False,FUR-FU-10000076 | 24-Hour Round Wall Clock,7,2017,1,January,2017-01,0,Passed,No known data-quality issue
ORD-01922,CUST-0418,2017-01-10,2017-01-17,Standard Class,Corporate,United States,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,False,False,TEC-AC-10002335 | Logitech Media Keyboard K200,7,2017,1,January,2017-01,0,Passed,No known data-quality issue
ORD-04793,CUST-0197,2018-05-06,2018-05-11,Standard Class,Corporate,United States,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,False,False,OFF-BI-10002827 | Avery Durable Poly Binders,5,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-04793,CUST-0197,2018-05-06,2018-05-11,Standard Class,Corporate,United States,Texas,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,False,False,"FUR-BO-10001601 | Sauder Mission Library with Doors, Fruitwood Finish",5,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-04793,CUST-0197,2018-05-06,2018-05-11,Standard Class,Corporate,United States,Texas,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,False,False,OFF-ST-10001932 | Fellowes Staxonsteel Drawer Files,5,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-02176,CUST-0435,2017-07-31,2017-08-06,Standard Class,Consumer,United States,Michigan,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,False,False,OFF-AP-10001005 | Honeywell Quietcare HEPA Air Cleaner,6,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-02176,CUST-0435,2017-07-31,2017-08-06,Standard Class,Consumer,United States,Michigan,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,False,False,TEC-PH-10004042 | ClearOne Communications CHAT 70 OC Speaker Phone,6,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-02176,CUST-0435,2017-07-31,2017-08-06,Standard Class,Consumer,United States,Michigan,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,False,False,TEC-PH-10001079 | Polycom SoundPoint Pro SE-225 Corded phone,6,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-02176,CUST-0435,2017-07-31,2017-08-06,Standard Class,Consumer,United States,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,False,False,FUR-FU-10002918 | Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,6,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-03525,CUST-0019,2018-03-27,2018-03-29,Second Class,Consumer,United States,Pennsylvania,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,False,False,"FUR-FU-10003832 | Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",2,2018,3,March,2018-03,0,Passed,No known data-quality issue
ORD-00183,CUST-0360,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Utah,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,False,False,OFF-BI-10001617 | GBC Wire Binding Combs,5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00183,CUST-0360,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Utah,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,False,False,OFF-ST-10000736 | Carina Double Wide Media Storage Towers in Natural & Black,5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00183,CUST-0360,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Utah,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,False,False,TEC-AC-10004877 | Imation 30456 USB Flash Drive 8GB,5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00183,CUST-0360,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Utah,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,False,True,OFF-ST-10003221 | Staple magnet,5,2015,3,March,2015-03,1,Review Required,Product name linked to multiple IDs
ORD-00183,CUST-0360,2015-03-14,2015-03-19,Standard Class,Consumer,United States,Utah,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,False,False,"OFF-BI-10003007 | Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-02739,CUST-0639,2017-07-14,2017-07-18,Second Class,Consumer,United States,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,False,False,OFF-FA-10000936 | Acco Hot Clips Clips to Go,4,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-02090,CUST-0546,2017-12-01,2017-12-01,Same Day,Consumer,United States,North Carolina,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.928,False,False,TEC-PH-10003811 | Jabra Supreme Plus Driver Edition Headset,0,2017,12,December,2017-12,0,Passed,No known data-quality issue
ORD-02588,CUST-0295,2017-08-29,2017-09-03,Standard Class,Corporate,United States,Pennsylvania,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,False,False,"FUR-TA-10004152 | Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",5,2017,8,August,2017-08,0,Passed,No known data-quality issue
ORD-02588,CUST-0295,2017-08-29,2017-09-03,Standard Class,Corporate,United States,Pennsylvania,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,False,False,FUR-BO-10002853 | O'Sullivan 5-Shelf Heavy-Duty Bookcases,5,2017,8,August,2017-08,0,Passed,No known data-quality issue
ORD-02588,CUST-0295,2017-08-29,2017-09-03,Standard Class,Corporate,United States,Pennsylvania,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,False,False,OFF-BI-10002071 | Fellowes Black Plastic Comb Bindings,5,2017,8,August,2017-08,0,Passed,No known data-quality issue
ORD-02588,CUST-0295,2017-08-29,2017-09-03,Standard Class,Corporate,United States,Pennsylvania,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,False,False,OFF-FA-10000053 | Revere Boxed Rubber Bands by Revere,5,2017,8,August,2017-08,0,Passed,No known data-quality issue
ORD-01703,CUST-0328,2017-06-24,2017-06-30,Standard Class,Consumer,United States,Indiana,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,440.91,False,False,TEC-PH-10001305 | Panasonic KX TS208W Corded phone,6,2017,6,June,2017-06,0,Passed,No known data-quality issue
ORD-04868,CUST-0101,2018-03-30,2018-04-03,Standard Class,Consumer,United States,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,False,False,"OFF-BI-10001525 | Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4,2018,3,March,2018-03,0,Passed,No known data-quality issue
ORD-00461,CUST-0182,2015-12-20,2015-12-22,First Class,Consumer,United States,Arizona,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,False,False,"FUR-FU-10001876 | Computer Room Manger, 14""",2,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-00461,CUST-0182,2015-12-20,2015-12-22,First Class,Consumer,United States,Arizona,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,False,False,TEC-AC-10003628 | Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-00461,CUST-0182,2015-12-20,2015-12-22,First Class,Consumer,United States,Arizona,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.352,False,False,FUR-CH-10004860 | Global Low Back Tilter Chair,2,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-00461,CUST-0182,2015-12-20,2015-12-22,First Class,Consumer,United States,Arizona,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,True,False,OFF-PA-10000357 | Xerox 1888,2,2015,12,December,2015-12,1,Review Required,Product ID reused for different products
ORD-00461,CUST-0182,2015-12-20,2015-12-22,First Class,Consumer,United States,Arizona,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,False,False,OFF-PA-10003270 | Xerox 1954,2,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-04355,CUST-0388,2016-12-17,2016-12-17,Same Day,Consumer,United States,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,False,False,OFF-BI-10000320 | GBC Plastic Binding Combs,0,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-04355,CUST-0388,2016-12-17,2016-12-17,Same Day,Consumer,United States,Michigan,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,False,False,FUR-CH-10003846 | Hon Valutask Swivel Chairs,0,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-04355,CUST-0388,2016-12-17,2016-12-17,Same Day,Consumer,United States,Michigan,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,False,False,FUR-CH-10004875 | Harbour Creations 67200 Series Stacking Chairs,0,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-04355,CUST-0388,2016-12-17,2016-12-17,Same Day,Consumer,United States,Michigan,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,False,False,"FUR-CH-10003817 | Global Value Steno Chair, Gray",0,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-04355,CUST-0388,2016-12-17,2016-12-17,Same Day,Consumer,United States,Michigan,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,False,False,"FUR-FU-10002116 | Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",0,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-03542,CUST-0383,2018-05-11,2018-05-17,Standard Class,Home Office,United States,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,5.248,False,False,OFF-AR-10003481 | Newell 348,6,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03542,CUST-0383,2018-05-11,2018-05-17,Standard Class,Home Office,United States,Texas,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.416,False,False,OFF-ST-10004180 | Safco Commercial Shelving,6,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03542,CUST-0383,2018-05-11,2018-05-17,Standard Class,Home Office,United States,Texas,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,6.848,False,False,OFF-PA-10003657 | Xerox 1927,6,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03542,CUST-0383,2018-05-11,2018-05-17,Standard Class,Home Office,United States,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,False,False,FUR-FU-10001967 | Telescoping Adjustable Floor Lamp,6,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-02696,CUST-0206,2017-06-24,2017-06-28,Standard Class,Corporate,United States,Texas,Central,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,False,False,OFF-AP-10002082 | Holmes HEPA Air Purifier,4,2017,6,June,2017-06,0,Passed,No known data-quality issue
ORD-02561,CUST-0027,2017-05-17,2017-05-18,First Class,Consumer,United States,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,False,False,OFF-SU-10000381 | Acme Forged Steel Scissors with Black Enamel Handles,1,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-02561,CUST-0027,2017-05-17,2017-05-18,First Class,Consumer,United States,Connecticut,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,False,False,OFF-LA-10002475 | Avery 519,1,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-02561,CUST-0027,2017-05-17,2017-05-18,First Class,Consumer,United States,Connecticut,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,False,False,FUR-FU-10003975 | Eldon Advantage Chair Mats for Low to Medium Pile Carpets,1,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-03506,CUST-0788,2018-06-29,2018-06-30,First Class,Consumer,United States,California,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,False,False,OFF-BI-10003091 | GBC DocuBind TL200 Manual Binding Machine,1,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-03506,CUST-0788,2018-06-29,2018-06-30,First Class,Consumer,United States,California,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,False,False,"OFF-ST-10002974 | Trav-L-File Heavy-Duty Shuttle II, Black",1,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-03506,CUST-0788,2018-06-29,2018-06-30,First Class,Consumer,United States,California,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,False,False,OFF-AR-10000255 | Newell 328,1,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-03506,CUST-0788,2018-06-29,2018-06-30,First Class,Consumer,United States,California,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,False,False,TEC-AC-10001284 | Enermax Briskie RF Wireless Keyboard and Mouse Combo,1,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-00159,CUST-0398,2015-03-31,2015-03-31,Same Day,Consumer,United States,Pennsylvania,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,False,False,OFF-BI-10003529 | Avery Round Ring Poly Binders,0,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00112,CUST-0264,2015-12-16,2015-12-21,Standard Class,Consumer,United States,Texas,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,False,False,OFF-PA-10000029 | Xerox 224,5,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-00112,CUST-0264,2015-12-16,2015-12-21,Standard Class,Consumer,United States,Texas,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,False,False,"FUR-FU-10002116 | Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",5,2015,12,December,2015-12,0,Passed,No known data-quality issue
ORD-03178,CUST-0007,2018-05-18,2018-05-20,First Class,Consumer,United States,Oregon,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,True,False,TEC-PH-10002200 | Aastra 6757i CT Wireless VoIP phone,2,2018,5,May,2018-05,1,Review Required,Product ID reused for different products
ORD-04322,CUST-0477,2016-05-12,2016-05-16,Standard Class,Consumer,United States,Colorado,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,False,False,TEC-PH-10000441 | VTech DS6151,4,2016,5,May,2016-05,0,Passed,No known data-quality issue
ORD-03601,CUST-0163,2018-12-03,2018-12-07,Second Class,Home Office,United States,Washington,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,False,False,"FUR-TA-10002958 | Bevis Oval Conference Table, Walnut",4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-01149,CUST-0270,2016-12-12,2016-12-17,Standard Class,Consumer,United States,Maryland,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,False,False,OFF-AR-10001662 | Rogers Handheld Barrel Pencil Sharpener,5,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-00900,CUST-0208,2016-10-10,2016-10-11,First Class,Corporate,United States,California,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,False,False,OFF-PA-10004101 | Xerox 1894,1,2016,10,October,2016-10,0,Passed,No known data-quality issue
ORD-01337,CUST-0203,2016-04-18,2016-04-20,Second Class,Home Office,United States,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,False,False,"OFF-ST-10002756 | Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",2,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-01337,CUST-0203,2016-04-18,2016-04-20,Second Class,Home Office,United States,California,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,False,False,OFF-PA-10000483 | Xerox 19,2,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-00085,CUST-0575,2015-06-07,2015-06-11,Second Class,Consumer,United States,Illinois,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,False,False,"FUR-TA-10002041 | Bevis Round Conference Table Top, X-Base",4,2015,6,June,2015-06,0,Passed,No known data-quality issue
ORD-04801,CUST-0149,2018-09-01,2018-09-07,Standard Class,Home Office,United States,Washington,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58,False,True,OFF-AR-10001166 | Staples in misc. colors,6,2018,9,September,2018-09,1,Review Required,Product name linked to multiple IDs
ORD-02582,CUST-0363,2017-05-22,2017-05-22,Same Day,Consumer,United States,Georgia,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,False,False,OFF-LA-10004345 | Avery 493,0,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-02156,CUST-0450,2017-11-11,2017-11-15,Standard Class,Home Office,United States,Florida,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,False,False,OFF-BI-10002852 | Ibico Standard Transparent Covers,4,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-02156,CUST-0450,2017-11-11,2017-11-15,Standard Class,Home Office,United States,Florida,South,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,False,False,OFF-AP-10001058 | Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-00228,CUST-0535,2015-11-25,2015-11-29,Second Class,Home Office,United States,New York,East,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,False,False,"OFF-ST-10003470 | Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",4,2015,11,November,2015-11,0,Passed,No known data-quality issue
ORD-00228,CUST-0535,2015-11-25,2015-11-29,Second Class,Home Office,United States,New York,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,False,False,"FUR-BO-10003159 | Sauder Camden County Collection Libraries, Planked Cherry Finish",4,2015,11,November,2015-11,0,Passed,No known data-quality issue
ORD-00272,CUST-0462,2015-11-07,2015-11-12,Standard Class,Consumer,United States,California,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.144,False,False,OFF-BI-10003684 | Wilson Jones Legal Size Ring Binders,5,2015,11,November,2015-11,0,Passed,No known data-quality issue
ORD-02047,CUST-0724,2017-07-18,2017-07-23,Second Class,Consumer,United States,Texas,Central,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,False,False,TEC-AC-10000487 | SanDisk Cruzer 4 GB USB Flash Drive,5,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04288,CUST-0623,2016-03-29,2016-03-31,Second Class,Consumer,United States,California,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,212.64,False,False,OFF-PA-10001736 | Xerox 1880,2,2016,3,March,2016-03,0,Passed,No known data-quality issue
ORD-04288,CUST-0623,2016-03-29,2016-03-31,Second Class,Consumer,United States,California,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,False,False,OFF-PA-10001609 | Tops Wirebound Message Log Books,2,2016,3,March,2016-03,0,Passed,No known data-quality issue
